material_id,cif,formation_energy_per_atom,dir_gap
2185,"# generated using pymatgen
data_ScBiNO2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.28762283
_cell_length_b   4.28762283
_cell_length_c   4.28762283
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   ScBiNO2
_chemical_formula_sum   'Sc1 Bi1 N1 O2'
_cell_volume   78.82241281
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sc  Sc0  1  0.00061025  -0.00000000  0.00000000  1
  Bi  Bi1  1  0.50547250  0.50000000  0.50000000  1
  N  N2  1  0.50004813  0.00000000  0.50000000  1
  O  O3  1  0.50007856  0.50000000  -0.00000000  1
  O  O4  1  0.00423097  0.50000000  0.50000000  1
",1.74,0.0
11798,"# generated using pymatgen
data_FeAuO2F
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.91162739
_cell_length_b   3.91162739
_cell_length_c   3.91162739
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   FeAuO2F
_chemical_formula_sum   'Fe1 Au1 O2 F1'
_cell_volume   59.85114118
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Au  Au0  1  0.00000000  0.00000000  0.00000000  1
  Fe  Fe1  1  0.51000000  0.50000000  0.50000000  1
  F  F2  1  0.50000000  0.00000000  0.50000000  1
  O  O3  1  0.50000000  0.50000000  0.00000000  1
  O  O4  1  0.00000000  0.50000000  0.50000000  1
",1.02,0.0
4399,"# generated using pymatgen
data_CsNbNOF
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.33973497
_cell_length_b   4.33973497
_cell_length_c   4.33973497
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CsNbNOF
_chemical_formula_sum   'Cs1 Nb1 N1 O1 F1'
_cell_volume   81.73152873
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cs  Cs0  1  0.00670936  0.00000000  0.00000000  1
  Nb  Nb1  1  0.53287384  0.50000000  0.50000000  1
  F  F2  1  0.48095664  0.00000000  0.50000000  1
  N  N3  1  0.49761496  0.50000000  0.00000000  1
  O  O4  1  -0.02534412  0.50000000  0.50000000  1
",0.66,0.0
16441,"# generated using pymatgen
data_CdGeN3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.09700912
_cell_length_b   4.09700912
_cell_length_c   4.09700912
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CdGeN3
_chemical_formula_sum   'Cd1 Ge1 N3'
_cell_volume   68.77028013
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ge  Ge0  1  0.01135501  -0.00000000  0.00000000  1
  Cd  Cd1  1  0.45634841  0.50000000  0.50000000  1
  N  N2  1  0.05573915  -0.00000000  0.50000000  1
  N  N3  1  0.05573915  0.50000000  0.00000000  1
  N  N4  1  -0.04948269  0.50000000  0.50000000  1
",1.76,0.0
622,"# generated using pymatgen
data_LaZnNO2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.58010699
_cell_length_b   4.58010699
_cell_length_c   4.58010699
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LaZnNO2
_chemical_formula_sum   'La1 Zn1 N1 O2'
_cell_volume   96.07864487
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Zn  Zn0  1  0.00016917  -0.00000000  0.00000000  1
  La  La1  1  0.50546547  0.50000000  0.50000000  1
  N  N2  1  0.50010498  -0.00000000  0.50000000  1
  O  O3  1  0.49917972  0.50000000  0.00000000  1
  O  O4  1  0.00537544  0.50000000  0.50000000  1
",1.88,0.0
5984,"# generated using pymatgen
data_TiMnN2O
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.74069531
_cell_length_b   3.74069531
_cell_length_c   3.74069531
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   TiMnN2O
_chemical_formula_sum   'Ti1 Mn1 N2 O1'
_cell_volume   52.34280647
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ti  Ti0  1  0.32248093  0.00000000  0.00000000  1
  Mn  Mn1  1  0.57493576  0.50000000  0.50000000  1
  N  N2  1  0.55419161  0.00000000  0.50000000  1
  N  N3  1  0.55419161  0.50000000  0.00000000  1
  O  O4  1  0.06541014  0.50000000  0.50000000  1
",0.88,0.0
6622,"# generated using pymatgen
data_HfReN2O
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.10694668
_cell_length_b   4.10694668
_cell_length_c   4.10694668
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   HfReN2O
_chemical_formula_sum   'Hf1 Re1 N2 O1'
_cell_volume   69.27191476
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Re  Re0  1  0.32066624  -0.00000000  0.00000000  1
  Hf  Hf1  1  0.50337930  0.50000000  0.50000000  1
  N  N2  1  0.34736525  0.00000000  0.50000000  1
  N  N3  1  0.34736525  0.50000000  0.00000000  1
  O  O4  1  -0.03306217  0.50000000  0.50000000  1
",0.84,0.0
878,"# generated using pymatgen
data_SnPtNO2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.16280638
_cell_length_b   4.16280638
_cell_length_c   4.16280638
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   SnPtNO2
_chemical_formula_sum   'Sn1 Pt1 N1 O2'
_cell_volume   72.13709262
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Pt  Pt0  1  0.26942498  0.00000000  -0.00000000  1
  Sn  Sn1  1  0.53988176  0.50000000  0.50000000  1
  N  N2  1  0.41464544  0.00000000  0.50000000  1
  O  O3  1  0.40869053  0.50000000  0.00000000  1
  O  O4  1  0.01540473  0.50000000  0.50000000  1
",1.16,0.0
3715,"# generated using pymatgen
data_PdRhNOF
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.02630872
_cell_length_b   4.02630872
_cell_length_c   4.02630872
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   PdRhNOF
_chemical_formula_sum   'Pd1 Rh1 N1 O1 F1'
_cell_volume   65.27114239
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Pd  Pd0  1  0.00058968  0.00000000  0.00000000  1
  Rh  Rh1  1  0.50465858  0.50000000  0.50000000  1
  F  F2  1  0.49980274  0.00000000  0.50000000  1
  N  N3  1  0.49939478  0.50000000  0.00000000  1
  O  O4  1  0.00443388  0.50000000  0.50000000  1
",1.36,0.0
2762,"# generated using pymatgen
data_LiBeNOF
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.61901939
_cell_length_b   3.61901939
_cell_length_c   3.61901939
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiBeNOF
_chemical_formula_sum   'Li1 Be1 N1 O1 F1'
_cell_volume   47.39938739
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.00063333  0.00000000  0.00000000  1
  Be  Be1  1  0.50570491  0.50000000  0.50000000  1
  F  F2  1  0.50033832  0.00000000  0.50000000  1
  N  N3  1  0.50080085  0.50000000  0.00000000  1
  O  O4  1  0.00255787  0.50000000  0.50000000  1
",1.76,0.0
14877,"# generated using pymatgen
data_YFeO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.77175291
_cell_length_b   3.77175291
_cell_length_c   3.77175291
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   YFeO3
_chemical_formula_sum   'Y1 Fe1 O3'
_cell_volume   53.65740937
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Y  Y0  1  0.00158939  0.00000000  0.00000000  1
  Fe  Fe1  1  0.50124325  0.50000000  0.50000000  1
  O  O2  1  0.50224160  0.00000000  0.50000000  1
  O  O3  1  0.50224160  0.50000000  0.00000000  1
  O  O4  1  0.00147673  0.50000000  0.50000000  1
",0.46,0.0
7506,"# generated using pymatgen
data_NaScN2O
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.24973044
_cell_length_b   4.24973044
_cell_length_c   4.24973044
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NaScN2O
_chemical_formula_sum   'Na1 Sc1 N2 O1'
_cell_volume   76.75101892
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Na  Na0  1  0.00131335  0.00000000  0.00000000  1
  Sc  Sc1  1  0.50109106  0.50000000  0.50000000  1
  N  N2  1  0.50214311  0.00000000  0.50000000  1
  N  N3  1  0.50214311  0.50000000  -0.00000000  1
  O  O4  1  0.00032332  0.50000000  0.50000000  1
",1.94,0.0
14969,"# generated using pymatgen
data_ScIrO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.94043452
_cell_length_b   3.94043452
_cell_length_c   3.94043452
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   ScIrO3
_chemical_formula_sum   'Sc1 Ir1 O3'
_cell_volume   61.18322220
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ir  Ir0  1  0.00027100  -0.00000000  -0.00000000  1
  Sc  Sc1  1  0.50608692  0.50000000  0.50000000  1
  O  O2  1  0.49956804  0.00000000  0.50000000  1
  O  O3  1  0.49956804  0.50000000  0.00000000  1
  O  O4  1  0.00457138  0.50000000  0.50000000  1
",1.88,0.0
4112,"# generated using pymatgen
data_ZrAuNOF
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.24805150
_cell_length_b   4.24805150
_cell_length_c   4.24805150
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   ZrAuNOF
_chemical_formula_sum   'Zr1 Au1 N1 O1 F1'
_cell_volume   76.66008880
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Au  Au0  1  0.00001114  0.00000000  0.00000000  1
  Zr  Zr1  1  0.50892130  0.50000000  0.50000000  1
  F  F2  1  0.49944762  0.00000000  0.50000000  1
  N  N3  1  0.49907080  0.50000000  0.00000000  1
  O  O4  1  0.00301212  0.50000000  0.50000000  1
",1.0,0.0
14559,"# generated using pymatgen
data_BeTlO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.16670318
_cell_length_b   4.16670318
_cell_length_c   4.16670318
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   BeTlO3
_chemical_formula_sum   'Be1 Tl1 O3'
_cell_volume   72.33986473
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Be  Be0  1  0.00196545  0.00000000  0.00000000  1
  Tl  Tl1  1  0.50151912  0.50000000  0.50000000  1
  O  O2  1  0.50135185  -0.00000000  0.50000000  1
  O  O3  1  0.50135185  0.50000000  0.00000000  1
  O  O4  1  0.00156315  0.50000000  0.50000000  1
",2.62,0.0
10519,"# generated using pymatgen
data_Tl2SO2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.80097169
_cell_length_b   4.80097169
_cell_length_c   4.80097169
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Tl2SO2
_chemical_formula_sum   'Tl2 S1 O2'
_cell_volume   110.65917686
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Tl  Tl0  1  0.08949910  0.00000000  0.00000000  1
  Tl  Tl1  1  0.59621193  0.50000000  0.50000000  1
  S  S2  1  0.10757151  0.00000000  0.50000000  1
  O  O3  1  0.60015833  0.50000000  0.00000000  1
  O  O4  1  0.09283090  0.50000000  0.50000000  1
",1.36,0.0
14859,"# generated using pymatgen
data_ScNiO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.68895621
_cell_length_b   3.68895621
_cell_length_c   3.68895621
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   ScNiO3
_chemical_formula_sum   'Sc1 Ni1 O3'
_cell_volume   50.20078392
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sc  Sc0  1  0.00263929  0.00000000  0.00000000  1
  Ni  Ni1  1  0.50027862  0.50000000  0.50000000  1
  O  O2  1  0.50069279  -0.00000000  0.50000000  1
  O  O3  1  0.50069279  0.50000000  0.00000000  1
  O  O4  1  0.00064438  0.50000000  0.50000000  1
",0.94,0.0
2719,"# generated using pymatgen
data_CaNbNOF
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.33066970
_cell_length_b   4.33066970
_cell_length_c   4.33066970
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CaNbNOF
_chemical_formula_sum   'Ca1 Nb1 N1 O1 F1'
_cell_volume   81.22041143
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Nb  Nb0  1  0.00036824  0.00000000  0.00000000  1
  Ca  Ca1  1  0.50539231  0.50000000  0.50000000  1
  F  F2  1  0.49979319  0.00000000  0.50000000  1
  N  N3  1  0.49972207  0.50000000  0.00000000  1
  O  O4  1  0.00478727  0.50000000  0.50000000  1
",2.18,0.0
6312,"# generated using pymatgen
data_ZnOsN2O
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.89764428
_cell_length_b   3.89764428
_cell_length_c   3.89764428
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   ZnOsN2O
_chemical_formula_sum   'Zn1 Os1 N2 O1'
_cell_volume   59.21157359
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Zn  Zn0  1  0.00076899  -0.00000000  0.00000000  1
  Os  Os1  1  0.50152541  0.50000000  0.50000000  1
  N  N2  1  0.50208139  -0.00000000  0.50000000  1
  N  N3  1  0.50208139  0.50000000  0.00000000  1
  O  O4  1  0.00197898  0.50000000  0.50000000  1
",1.34,0.0
16559,"# generated using pymatgen
data_TiCoN3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.89443543
_cell_length_b   3.89443543
_cell_length_c   3.89443543
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   TiCoN3
_chemical_formula_sum   'Ti1 Co1 N3'
_cell_volume   59.06545093
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Co  Co0  1  -0.00007594  -0.00000000  0.00000000  1
  Ti  Ti1  1  0.50616562  0.50000000  0.50000000  1
  N  N2  1  0.49991141  -0.00000000  0.50000000  1
  N  N3  1  0.49991141  0.50000000  0.00000000  1
  N  N4  1  0.00428454  0.50000000  0.50000000  1
",1.72,0.0
5066,"# generated using pymatgen
data_BPbNOF
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.45473969
_cell_length_b   4.45473969
_cell_length_c   4.45473969
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   BPbNOF
_chemical_formula_sum   'B1 Pb1 N1 O1 F1'
_cell_volume   88.40299829
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  B  B0  1  0.00020114  0.00000000  0.00000000  1
  Pb  Pb1  1  0.50680669  0.50000000  0.50000000  1
  F  F2  1  0.49968130  0.00000000  0.50000000  1
  N  N3  1  0.49947960  0.50000000  0.00000000  1
  O  O4  1  0.00451506  0.50000000  0.50000000  1
",2.66,0.0
10401,"# generated using pymatgen
data_CaTlSO2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.66233115
_cell_length_b   4.66233115
_cell_length_c   4.66233115
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CaTlSO2
_chemical_formula_sum   'Ca1 Tl1 S1 O2'
_cell_volume   101.34663920
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ca  Ca0  1  0.00083217  0.00000000  0.00000000  1
  Tl  Tl1  1  0.50552815  0.50000000  0.50000000  1
  S  S2  1  0.49767333  0.00000000  0.50000000  1
  O  O3  1  0.50035540  0.50000000  0.00000000  1
  O  O4  1  0.00482461  0.50000000  0.50000000  1
",1.38,0.0
6421,"# generated using pymatgen
data_CuSiN2O
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.60023005
_cell_length_b   3.60023005
_cell_length_c   3.60023005
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CuSiN2O
_chemical_formula_sum   'Cu1 Si1 N2 O1'
_cell_volume   46.66494481
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cu  Cu0  1  0.00238462  0.00000000  -0.00000000  1
  Si  Si1  1  0.50215700  0.50000000  0.50000000  1
  N  N2  1  0.50221778  0.00000000  0.50000000  1
  N  N3  1  0.50221778  0.50000000  -0.00000000  1
  O  O4  1  0.00233534  0.50000000  0.50000000  1
",1.4,0.0
5439,"# generated using pymatgen
data_SrAuN2O
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.34012715
_cell_length_b   4.34012715
_cell_length_c   4.34012715
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   SrAuN2O
_chemical_formula_sum   'Sr1 Au1 N2 O1'
_cell_volume   81.75368879
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Au  Au0  1  0.23103429  0.00000000  -0.00000000  1
  Sr  Sr1  1  0.66462254  0.50000000  0.50000000  1
  N  N2  1  0.16472188  -0.00000000  0.50000000  1
  N  N3  1  0.16472188  0.50000000  -0.00000000  1
  O  O4  1  0.16221451  0.50000000  0.50000000  1
",2.16,0.0
9832,"# generated using pymatgen
data_MgHgSO2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.27531409
_cell_length_b   4.27531409
_cell_length_c   4.27531409
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MgHgSO2
_chemical_formula_sum   'Mg1 Hg1 S1 O2'
_cell_volume   78.14551895
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Hg  Hg0  1  -0.14805537  0.00000000  0.00000000  1
  Mg  Mg1  1  0.62989530  0.50000000  0.50000000  1
  S  S2  1  0.18699469  0.00000000  0.50000000  1
  O  O3  1  0.65457252  0.50000000  0.00000000  1
  O  O4  1  0.13457077  0.50000000  0.50000000  1
",0.94,0.0
17451,"# generated using pymatgen
data_CsTlN3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.81736650
_cell_length_b   4.81736650
_cell_length_c   4.81736650
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CsTlN3
_chemical_formula_sum   'Cs1 Tl1 N3'
_cell_volume   111.79672093
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Tl  Tl0  1  0.00000000  0.00000000  0.00000000  1
  Cs  Cs1  1  0.50000000  0.50000000  0.50000000  1
  N  N2  1  0.50000000  0.00000000  0.50000000  1
  N  N3  1  0.50000000  0.50000000  0.00000000  1
  N  N4  1  0.00000000  0.50000000  0.50000000  1
",3.72,0.0
